model_name,reference,prediction,rouge1,rouge2,rougeL,bs_f1_raw
qwen3.5:9b,茱莉亚上周去了考文特花园附近的kohaku咖啡馆，但现在这家店关门了，这让她和亨利大吃一惊。她联系了店主，但还没收到回复。亨利和他的表妹最后去了莉莉家，但那里的气氛不一样。,亨利和朱莉娅讨论 Covent Garden 附近的 Kohaku 咖啡馆已永久关闭，推测因租金过高。两人虽遗憾失去这家热门景点区的宝藏店并期待其重开或搬迁至近处，但最后去了 Lily's，认为氛围不同；朱莉娅建议去日本中心品尝类似甜点，亨利则担心那里游客过多、拥挤不堪而不愿前往。,32.06,10.85,22.9,69.75
qwen3.5:9b,卡米拉和汤姆这个周末要去都柏林。,汤姆提议周末去都柏林旅行两天，因天气预报良好且得到卡米拉的喜爱与支持，最终由他购买车票。,31.25,6.67,25.0,71.56
qwen3.5:9b,杰森今天约了牙医，所以他没来。,梅根询问杰森的消息，得知他今天缺席是因为牙医预约后表示感谢。,41.67,0.0,25.0,72.33
qwen3.5:9b,到目前为止，吉尔做了20或30次，每天3-4次，35或40小时，所以和艾丽一样。,艾莉询问进度，吉尔表示已完成约二十到三十个，每天最多只能做三四个。当被问及耗时时，吉尔回答大约四十小时或三十五小时左右，艾莉回应自己情况相同。,32.84,6.15,26.87,68.83
qwen3.5:9b,詹姆斯和米娅明天想去看艺术展。詹姆斯想让阿米莉亚和他们一起去，但米娅不确定阿米莉亚去不去。之后詹姆斯和米娅会去他家。,詹姆斯告知米娅，艾米莉亚推荐去看一位讲授伦理学的哲学教授的艺术展，展览将于明日开幕。尽管米娅起初对与不太熟悉的艾米莉亚同行感到些许压力并担心这会影响两人独处时光，但詹姆斯解释邀请她并非不珍视二人世界，只是希望三人一同前往；他承诺之后会带她们回自己家共度亲密时光。最终米娅表示理解并接受安排，确认一切妥当。,23.53,5.13,20.17,70.26
qwen3.5:9b,彩英和亚瑟通知玛丽安娜，史蒂芬研讨会下一次要用的阅读资料周一在印刷店拿不到。丽塔决定明天去看看，如果情况有变，她会让所有人都知道的。,Mariana 询问 Stephen 研讨会的下次阅读材料是否已在印刷店。Chae-yeong 和 Arthur 确认周一时材料尚未到位且店员态度不佳，Mariana 表示理解。Rita 计划明天上午去查看并告知结果；她无法立即购买现有库存，但会要求多印一些以备后用。大家同意只要 Rita 通知即可，这已是很大的帮助了。,26.45,5.04,21.49,68.14
qwen3.5:9b,有人在校园里遭到殴打和抢劫，不得不住院治疗。袭击者戴着面具。官方声明会和新闻报道一起发出。杜鲁门和罗德尼都认为尽管周围有摄像头，但校园安保不达标。,罗伊尼询问是否有人在校内遭殴打和抢劫，特鲁曼关心伤者情况。罗斯想知道嫌疑人身份，得知袭击者戴了面具且受害者已送医但无大碍。众人猜测可能是学生所为，尽管校园有监控，但若戴口罩仍可规避检测；他们提到安保人员态度冷漠，最后希望尽快抓获凶手。,31.48,9.43,29.63,71.63
qwen3.5:9b,哈维尔最初很想在warsaw ink纹身，但价格太高了。他决定去哥伦比亚做纹身。,贾维尔询问是否有提供英语服务的纹身店，朱迪推荐了 Warsaw Ink。虽然她本人未做过，但女友曾在那里纹过并分享了照片，贾维尔称赞效果很棒却对 1000 美元的价格感到震惊，因此决定回哥伦比亚再纹一个。,32.1,10.13,22.22,70.9
qwen3.5:9b,托马斯住的地方晚上的温度是零下3摄氏度。早晨有霜。佐伊在热带。托马斯星期天在贝尔钦峰附近散步。,佐伊向朋友们分享了一张在寒冷日子里令人振奋的图片，托马斯则从热带地区回应问候。他提到当地夜间气温降至零下三度，清晨有白霜，并展示了周日在贝尔琴山顶迎着寒风和阳光散步的照片，甚至晒了日光浴。两人互相称赞景色美丽，约定不久后联系，并互道保重。,21.05,4.3,14.74,68.85
qwen3.5:9b,詹姆斯通知说下一届aseees会议将在旧金山举行。克洛伊希望去夏威夷，詹姆斯认为不会去夏威夷举办会议，因为交通费用太高昂了。,艾米丽询问下一届 ASEEES 会议的地点，詹姆斯表示听说在加州旧金山。克洛伊虽觉得不错但更希望是夏威夷；詹姆斯解释称上次在该地举办的会议因高昂的旅行费用受到批评，因此短期内不太可能再次选址那里。,43.9,10.0,36.59,78.9
qwen3.5:9b,罗伯想开始每天做30分钟的体育运动。格雷格已经做了60分钟。安娜想像罗伯一样开始锻炼。,Rob提议每天进行30分钟运动的“离开沙发挑战”，Greg建议至少60分钟，Will鼓励他设定现实目标。Anna加入挑战并寻求大家的支持，Greg还建议大家选择自己喜欢的多样化运动方式如散步、骑行或游泳等。,21.33,8.22,21.33,66.34
qwen3.5:9b,沃克和布克计划整晚玩游戏。沃克会把布克想要的xbox游戏机带来。,布克提醒沃克别忘了带 Xbox 主机，尽管沃克曾以为他不喜欢那款手柄手感极佳的主机。两人最终决定通宵玩游戏，沃克同意携带一台前往。,23.53,4.08,11.76,70.66
qwen3.5:9b,马里奥正在卢森堡的机场候机。,马里奥今天飞遍了欧洲所有机场，现已抵达卢森堡等待。尽管飞行条件良好让他得以遍访各地，但他因过度劳累而疲惫不堪；朋友们叮嘱他注意安全并祝旅途愉快。,13.64,0.0,9.09,66.09
qwen3.5:9b,约翰不确定今天是否有训练，但马特说有。,约翰询问今天是否有训练，马特确认大概有。约翰表示感谢并约定届时见，两人互相道别。,47.06,25.0,47.06,77.02
qwen3.5:9b,马丁完成计划后将给亚历克斯买两瓶牛奶。,亚历克斯请求马丁买牛奶，马丁表示昨天刚买了两瓶。亚历克斯承认自己只是最近特别想喝，并感谢马丁的爱让他很快就能拿到新买的牛奶，因为马丁需要先完成项目。亚历克斯称赞马丁是她的英雄。,19.67,0.0,13.11,70.31
qwen3.5:9b,布莱尔和恰克下班后要去诺娜·丽塔餐厅见婚礼策划人。诺娜·丽塔餐厅供应的意大利面条非常好。,布莱尔和查克计划下班后去 Nonna Rita's 见婚礼策划师，查克想点海鲜宽面而非仅喝咖啡；两人还调侃上次与黛安见面时因番茄意面弄脏了对方白衬衫的尴尬经历。,29.85,6.15,29.85,68.3
qwen3.5:9b,科尔和路易斯坐在同一个房间里，却在发短信。,科尔和路易斯在同一个房间里，科尔开玩笑说室友很搞笑并索要枕头。路易斯拒绝回应，表示不愿给近在咫尺的“白痴”发短信，两人因此展开了一段幽默的互怼。,34.62,20.0,30.77,73.9
qwen3.5:9b,切尔西今天下午赢了哈德斯菲尔德的一场比赛。伊瓜因两度得分。达米安很高兴，他希望这将是切尔西的转折点。,戴米安询问大家是否观看了切尔西的比赛，雅各布和梅森表示没看。戴米安兴奋地提到伊瓜因梅开二度，认为这是球队的一个积极转折点，尽管对手赫尔城表现糟糕。然而，雅各布对此持怀疑态度，而梅森则半开玩笑地祝他好运。,29.27,7.5,21.95,69.38
qwen3.5:9b,玛伦半小时后就要去镇上了。她将给丽塔买一件礼物——凯泽的带黄色花纹的丝巾。它的售价为39，巴利和玛伦一人出一半钱。,马琳半小时后去城里，询问巴里是否有给丽塔的礼物建议。巴里没有主意，让马琳决定。马琳在凯撒百货看到漂亮的丝绸方巾并发送照片，巴里选中黄色图案的款式（因丽塔喜爱黄色），价格 39 元。两人同意各付一半购买。,32.26,4.4,30.11,70.44
qwen3.5:9b,布鲁克要盖尔过来看看昨天发生了什么。,布鲁克告知盖尔昨天发生了事，让他赶紧回家看看。盖尔询问是否严重后表示正在赶回去的路上。,36.36,12.9,30.3,74.22
qwen3.5:9b,凯特、米丽娜和里贾娜的演讲进行得很顺利，三个人来听他们的演讲。,米莱娜询问凯特和瑞吉娜的演示效果，两人反馈良好且收到积极评价。尽管只有三位听众在场，但小规模的互动氛围更亲切友好；米莱娜认为专注的小众观众胜过无聊的大众，凯特表示赞同。,18.18,0.0,15.15,66.15
qwen3.5:9b,杰克今年拿到了第一个totw ，汤姆的团队并不出色。,杰克今年首次抽到 TOTW 球员，打算试用一两次后出售，因为该球员不适合他的阵容；汤姆祝贺他并调侃自己今年运气不佳未抽中好卡。两人随后开玩笑说汤姆游戏技术很好不需要帮助，而汤姆则幽默地表示自己喜欢闪闪发光的卡片。,21.05,8.11,18.42,66.12
qwen3.5:9b,凯斯送给外孙乔丹20英镑和一张生日卡，作为他11岁生日的礼物。,卡丝询问乔丹是否及时收到了生日卡片和钱，并送了他喜欢的托马斯小火车。乔丹感谢了 20 英镑的礼物，表示依然喜爱托马斯但已十一岁想换足球玩具，两人互道爱意。,28.57,3.28,19.05,70.04
qwen3.5:9b,对杰西卡来说，最恐怖的地方是巴勒莫的僧帽猴地下墓穴。,凯莉想先提问，她问大家去过最可怕的地方是哪里。杰西卡回答说是意大利的巴勒莫，因为那里有藏有 8000 具尸体的加普钦纳墓穴，尸体像博物馆展品一样展出，大多穿着衣服，只露出头骨和手。奥利对能看骨头很感兴趣，但杰西卡表示大部分是覆盖着的。米奇觉得这个经历太珍贵了，要记下来，奥利也同意。,18.56,4.21,16.49,65.7
qwen3.5:9b,西蒙和查理钦佩波兰的反移民政策和捍卫自身价值观和利益的方式。,西蒙和查理讨论欧盟移民政策带来的安全隐患，指出柏林、比利时和巴黎已出现安全措施升级与社会动荡，而波兰因经济滞后反而暂时避免了这些问题。两人认为波兰若能坚持自身价值观并快速发展，将有机会纠正西方国家的错误；但同时也担忧外部压力可能导致国家分裂或边缘化。尽管存在风险，他们仍赞赏波兰人的坚韧精神，并希望未来只有波兰能解决欧洲内部问题，最终祝愿在波兰过圣诞节是欧洲最好的选择。,18.18,6.72,14.88,67.0
qwen3.5:9b,艾德、瓦莱丽、里斯、罗、艾妮、杰西卡、马特都在嘲笑没有婚姻的性爱的罪恶。,这段对话中，Ed 认为性行为只应限于已婚夫妇且仅限传教士体位；Valerie 补充说若非此姿势更是双重罪过。Chris 调侃他们结婚后自便，Lor 警告若死后意识会因这些“非罪恶生活”而痛苦不堪。Atnee 劝 Ed 放松些，Jessica 则强调性唯一目的是生育而非享受。Ed 指责 Valerie 若从中取乐便是三重罪过，Matt 笑着回应称会在地狱见他们，Ed 最后表示自己连看其他男人的方向都不看一眼。,14.71,0.0,11.76,57.49
qwen3.5:9b,迈克在伦敦。,杰克惊讶地发现迈克在伦敦，迈克兴奋地表示梦想成真并分享了照片，杰克随即祝贺他。,24.0,17.39,24.0,69.71
qwen3.5:9b,里奇和克莱看了一场非常精彩的足球比赛，一个足球运动员把球铲回自己的脚边，特别刺激。何塞信任那个球员。,里奇和克莱讨论博格巴的精彩进球，称赞其技术动作成熟且值得信任。两人认为他本赛季表现更沉稳，教练约瑟对他充满信心，并在前 60 分钟的表现后理应获得这个奖励。,26.32,5.41,18.42,63.77
qwen3.5:9b,亚历克看到美国的达人秀，他发了个链接给亚莉克莎。,亚历克斯和艾力克讨论了美国达人秀最新一季，艾力克分享了一个表演视频链接。两人一致认为那位年轻女孩才华横溢、表现惊人，甚至可能赢得本季的冠军。尽管艾力克表示还有其他不错的选手，但他个人最看好这位女孩获胜，而亚历克斯也对此感到高兴并期待她夺冠。,12.66,0.0,10.13,66.77
qwen3.5:9b,詹姆斯要去上班，所以他不看比赛。,汉娜问詹姆斯是否在观看比赛，詹姆斯表示要去上班了，汉娜便回应知道了。,40.0,14.29,33.33,75.91
qwen3.5:9b,在多尔夫的提醒下，齐格勒明天会把护照带来。,多尔夫提醒齐格勒明天记得带护照，齐格勒表示没问题。,53.85,25.0,46.15,78.39
qwen3.5:9b,威廉在做意大利面，奥莉维亚会给威廉买新鲜的西红柿，贝丝会买巧克力。,威廉正在做意大利面，请奥利维亚买些新鲜番茄并让贝丝带巧克力作为餐后甜点。两人欣然答应。,41.86,14.63,37.21,77.49
qwen3.5:9b,蒂娜必须学习黛米的方法，即如何从讨厌男人转变成和他们约会。,蒂娜和黛米在聊天中调侃 Facebook 不断推荐帕特里克，蒂娜表示想学习如何从讨厌男性转变为喜欢他们。黛米分享了自己曾经历心碎后努力调整心态的经历，并建议蒂娜多接触不同类型的异性以减轻情绪依赖。两人还讨论了租房问题，承诺若对方无家可归会提供住所，最后约定见面解决这些困扰。,21.74,4.44,15.22,68.24
qwen3.5:9b,埃文会让伊森来的。,艾莉森问伊万是否跟埃坦谈过关于活动的事，伊万确认了并告知埃坦可能不会来。艾莉森请求他帮忙解决，伊万答应会尽力让埃坦出席，艾莉森表示知道了。,13.33,0.0,8.89,65.23
qwen3.5:9b,巴特这学期成绩不好，因为他学习不多。他花很多时间玩星际争霸。阿德里安考得好是因为上课专心听讲。,巴特因经济学期末考成绩糟糕而沮丧，承认自己复习不足且沉迷《星际争霸》导致分心。阿德里安建议他明年重读该课程并指出只要上课专心即可不必过度学习。两人约定巴特今后不再在学校玩游戏，但要避免失去专注力，随后将观察后续情况。,24.1,7.41,19.28,68.47
qwen3.5:9b,肖恩相信他的灵兽是乌龟，而蒂芙尼可能是黄蜂。,肖恩经过深思熟虑，决定自己的精神动物是乌龟。蒂芙尼认为这解释了很多事并调侃他是黄蜂，而肖恩则开玩笑说蒂芙尼可能是被鬼魂附身了才把乌龟看成了其他东西。,32.14,14.81,25.0,73.57
qwen3.5:9b,凯特正在给她和乔治买苹果。他们得等到下周才能买到橘子。,凯特在杂货店，问乔治明天上学要不要买水果。乔治想要苹果，凯特也给自己拿一个。乔治询问是否有橘子，凯特说下周才有，已经问过店员了。两人决定等待。,26.23,3.39,19.67,71.8
qwen3.5:9b,茱莉亚回来后会给罗纳德打电话，他有事要告诉她。,罗纳德询问朱莉娅周末过得如何，她因父母为吃饭地点争吵而心情不佳，甚至不想再与他们一起用餐。得知后罗纳德表示抱歉并让她回家后联系自己，还透露了一件令人惊喜的消息；朱莉娅开玩笑说已看到彩虹和史高比乐糖果广告中的长颈鹿，罗纳德确认事情类似那样。,7.32,0.0,7.32,62.05
qwen3.5:9b,马修感冒了，他要喝些橙汁，然后去睡觉。,马修感冒了，感到疼痛并寻求支持。丽莎建议他喝橙汁、做汤休息，并表示相信他能战胜病魔。随后发现症状可能是过敏与病毒混合所致，两人互相安慰后道晚安。,25.0,14.81,25.0,70.21
qwen3.5:9b,乔茜觉得艾柯的小说《福柯的钟摆》书呆子气。乔茜很想读意大利的艾柯，但她对自己的语言能力没有把握。斯特凡诺认为艾柯的两部小说很难。乔茜读过萨勒曼拉什迪对《福柯的钟摆》的一个负面评论。,"斯蒂法诺与乔西讨论《傅科摆》，乔西认为其风格怪异且过于学术，担心自己的意大利语水平不足以阅读原著。斯蒂法诺指出该书语言比《玫瑰的名字》更易理解但内容同样复杂。乔西提到萨尔曼·拉什迪曾批评该作并非小说而是“电脑游戏”，两人对此展开幽默调侃；对话中因拼写错误引发""de gustibus non est disputandum（口味无可争辩）”的玩笑，最终在笑声与互相打趣中结束。",23.13,2.76,17.69,67.07
qwen3.5:9b,下雨了，所以瓦尔和坎迪要等半小时才走。,下雨了，两人决定等半小时看看雨是否停后再出发。,41.67,27.27,41.67,75.99
qwen3.5:9b,托马斯、谢拉和杰里米仍然没有收到赠款。托马斯破产了，每小时都要查看他的银行账户。塞拉提出借钱给他。,托马斯询问是否有人收到拨款，西耶拉和杰里米表示尚未确认。因账户余额为零且每小时查询却无变化，托马斯感到十分焦急；西耶拉安慰他要有耐心并主动提出可以借钱给他，托马斯表示感谢并希望款项随时到账。,43.9,12.5,29.27,73.72
qwen3.5:9b,卡米拉周六有一些差事要办。查尔斯本周末将访问德国市场。他们正在谈论圣诞食品和饮料。,查尔斯计划周末前往伯明翰和曼彻斯特逛德国市场，主要品尝香肠、啤酒以及热红酒。卡米拉对此很感兴趣并打算今年去一次，两人还聊到了去年查尔斯自制的热红酒无人问津的趣事，最后互祝对方玩得开心。,22.54,5.8,14.08,67.56
qwen3.5:9b,戴安娜和拉塞尔在给妈妈买礼物。,拉塞尔发现一个送给妈妈的完美礼物，价格也不贵。戴安娜表示赞同并询问是否购买，两人决定买下它。,24.24,0.0,18.18,71.0
qwen3.5:9b,安斯利病了，所以她现在不能帮简写论文。,简询问艾恩利是否空闲帮忙修改论文，但艾恩利因感冒打喷嚏而表示无法协助并致歉，简随即表达了希望她早日康复的祝愿。,20.0,0.0,10.0,66.45
qwen3.5:9b,菲奥娜爱上了他的学生康拉德。,菲奥娜因与年轻学生康拉德独处而心烦意乱，尽管她明知这段关系不合适且担心老板发现，但仍深陷其中无法自拔；万达劝她勇敢面对感情去追求对方。,13.04,4.55,13.04,66.09
qwen3.5:9b,玛格丽特和埃文斯计划在4日10点和11日11点会面。他们两人都不确定下一次见面的时间，所以他们会在晚些时候定一下约会的日期。,玛格丽特提议于 12 月 4 日、11 日和 18 日上午见面，埃文斯确认了前两个日期但表示对 18 号不确定。双方讨论了其他备选日期（如 17 号和 14 号），但因行程冲突未能确定。最终约定于 12 月 4 日 10:00 会面，并稍后再定后续时间。,28.8,3.25,16.0,73.52
qwen3.5:9b,通过看照片，阿尔奇认为梅兰妮卷发更好看，路易斯不同意。,路易斯和阿奇在聊天时分享了几张 GIF 和照片，阿奇指出其中一张像梅兰妮，两人对此大笑。随后他们讨论了梅兰妮的发型：阿奇认为她卷发更迷人，而路易斯则坚持直发让她看起来同样美丽，尽管观点不同，但彼此都尊重对方的看法。,20.0,5.13,17.5,71.07
qwen3.5:9b,琳达没赶上火车，下一班一小时后就到了。返回阿姆斯特丹的费用是80欧元。,琳达错过了火车，下一班要等一小时。她原本只需支付八十欧元即可返回阿姆斯特丹，对此感到十分震惊。多西认为这并非悲剧。,44.44,19.23,37.04,76.63
qwen3.5:9b,莱万多夫斯卡得了麻疹。从17号到19号，所有和她接触过的人都在主楼接种疫苗。,乔安娜收到关于莱万多夫斯卡的邮件，得知她因患麻疹住院。由于近期接触过她的同事需要接种疫苗，而乔安娜是她的论文导师且刚入职时间紧张，梅尔韦强烈建议她在 18 日工作前去主楼参加组织于 17 日至 19 日的疫苗接种活动，希望不必耽误整天工作时间。,30.0,8.16,22.0,70.12
qwen3.5:9b,卡尔在等梅格，她找不到钥匙，要迟到了。,卡尔询问梅格在哪里并催促她，梅格回复说她需要五分钟，因为把钥匙弄丢了。,45.71,0.0,34.29,72.05
qwen3.5:9b,玛丽亚厌倦了她的工作。,玛丽亚厌倦了这份工作，无法忍受；阿纳斯塔西娅让她冷静下来，费利克斯则劝她不要冲动做决定。,35.71,15.38,28.57,75.62
qwen3.5:9b,卢克明天下午2点22分要去冲浪。,卢克今天冲浪惨败，零波次、三次落水还撞了头板；肯欢迎他加入“摔落俱乐部”，夏末也分享了自己差点掉牙的经历。关于最佳潮汐时间，埃里克认为中潮最好，但卢克坚持低潮更好因为能看清岩石且不会在礁石上冲浪，而埃里克则指出看到岩石意味着危险，虽然知道位置很重要，但若视线受阻就十分糟糕；两人最终达成共识：宁愿看见岩石也不愿撞上它们。,3.88,0.0,3.88,56.95
