model_name,sample_index,error_label,human_error_label,Review_Notes,reference,prediction,dialogue,rouge1,rouge2,rougeL,bs_f1_raw,informativeness,clarity,plausibility,faithfulness,Length Ratio
mBART-large,20,H-EVT,H-EVT,It replaces Ken's attempt to prank Greg with an unsupported attempt to recover money.,肯恩正试图捉弄格雷格。,肯想让格雷格拿回他的钱。,"Ken: Fuck you, you pimp
 Greg: What?
 Ken: Fuck you man, I want my money back
 Greg: Was your account hacked by some prankster?
 Ken: No, I'm the prankster, just having a laugh at your expense
 Greg: Well, fuck you too then XD",16.67,0.0,16.67,76.39,2.021911621,4.934323311,4.914104939,4.497477531,1.090909
mBART-large,21,H-MOD|H-CIRC,H-MOD|H-CIRC,It changes a talk in five minutes into not talking because Simon is free at five o'clock.,西蒙五分钟后会和阿德里安谈一谈。,"西蒙不会说话,因为他五点钟有空。","Adrian: Can you talk?
 Simon: Not really, anything important?
 Adrian: Not that much.
 Simon: I'll be free at 5
 Adrian: i'll you then",14.29,0.0,14.29,63.32,2.548579693,4.294710159,3.861794949,2.566764355,1.000000
mBART-large,22,H-CIRC|H-MOD|H-DISC,H-EVT|H-MOD,It invents a meeting at Gabe's home for drinks and reverses Kate's rejection and decision to stop speaking to him.,加布想在线下和凯特见一面。但是凯特不喜欢加布的要求，所以她不会再和他说话了。,加布和凯特打算在加布家见面喝一杯。,"Gab: Ah that's better. Now we can message all we like.
 Kat: :-)
 Gab: So when can we meet up for a drink?
 Kat: Fairly busy at the moment so I'm not sure when.
 Gab: I'd love to meet you in real life.
 Kat: I don't meet strange men from the internet.
 Gab: Why not?
 Kat: Not that sort of gal.
 Gab: But you're talking to me, aren't you?
 Kat: Yes, but that's different.
 Gab: How so?
 Kat: Just is.
 Gab: But it would be so much nicer to do this cuddled up right next to you...
 Kat: I think this was a mistake.
 Gab: Are you there?
 Gab: Where did you go?
 Gab: Kat?",23.53,6.25,23.53,73.4,2.221818924,4.150164604,4.209297180,2.285370350,0.447368
mBART-large,23,H-EVT,H-EVT,"It adds that Agatha is taking an economics class, which the dialogue does not establish.",阿加莎为自己感到骄傲，因为她已经完成了经济学相关的报告。她对经济学很感兴趣。,"阿加莎的报告已经准备好了,她正在上经济学课。","Agatha: My presentation is ready as we speak :)
 Adam: oh cool, what course?
 Agatha: Economics.
 Adam: Is it interesting? I mean... your presentation.
 Agatha: Definitely, I used recent research.
 Adam: Sounds like you know what you're doing :P
 Agatha: I'm just really into economics :)
 Adam: no doubt about that",48.48,12.9,36.36,73.65,2.606462002,3.660245657,3.550285339,2.446062088,0.578947
mBART-large,24,H-ROLE|H-ENT,H-ROLE|H-ENT,It reverses who recommended the album and mistranslates the band name from Thirty Seconds to Mars.,凯恩向香农推荐30秒上火星乐队的新专辑。,香农推荐凯恩听听听《30 Seconds to March》。,"Kane: have you heard the new 30 seconds to mars album?
 Shannon: no, is it good?
 Kane: you should so check it out
 Shannon: ok thanks for the recommendation
 Kane: no prob",33.33,9.09,25.0,70.32,3.529554605,4.864895821,4.835586548,3.453472853,1.400000
mBART-large,25,OMIT,OMIT,It captures Anne's anger about the call but omits Miranda's flirtatious manner and Anne's relationship with Tom.,米兰达昨天打电话给汤姆，很甜蜜地和他讲话。安妮很生她的气，因为她正在和汤姆约会。,"安妮讨厌米兰达,因为她昨天给汤姆打了电话。","Anne: I hate that bitch!
 Catherine: What did she do again???
 Nora: Who's the bitch?
 Nora: Sorry I missed something
 Catherine: Miranda!!! 
 Catherine: We all hate her
 Anne: Yesterday she called Tom, was all sweet with him you know how she can be....
 Catherine: No way she did it!! How dare she!! She knows you guys are dating.
 Anne: I think that's why she did it. She wants to take Tom away from me.
 Nora: Oh, come on! She's not his type!",43.24,17.14,27.03,79.26,2.799971581,4.050703526,3.815429211,2.670471907,0.525000
mBART-large,26,OMIT,OMIT,"The shared evening and Thomas's Romanian identity are correct, but his wealthy family background is omitted.",莉莉和托马斯度过了一个美好的夜晚。托马斯是罗马尼亚人，来自一个非常富有的家庭。,莉莉和一个叫托马斯的罗马尼亚人度过了一个美好的夜晚。,"Lily: I spent an amazing night with this guy
 Kate: What's his name?
 Lily: Thomas
 Kate: Is he English?
 Lily: He is Romanian, but from an extremely rich family, it seems
 Kate: What does he do in London?
 Lily: LSE
 Kate: of course, so predictable 
 Lily: Hahah, but I expected him to be more banal and boring
 Kate: but?
 Lily: to be more mediocre...
 Kate: in size, in passion or in wallet?
 Lily: In everything. I've had so much pleasure that I have a headache
 Kate: I'm glad to read that. You deserved some fun after the last weeks.
 Lily: haha, I agree!",74.29,42.42,51.43,85.74,3.287841082,4.566134453,4.383571625,3.434339762,0.666667
mBART-large,27,H-ENT|OMIT,H-ENT|OMIT,"It invents ""work venue"" as the ticket type and omits Jack's thirty-percent discount.",杰克预定了三张明天晚上七点的票。他能享受七折优惠。,杰克为明天晚上7点预订了3张工作场地票。,"Bob: did you reserve the tickets for tomorrow?
 Melanie: Jake promised me he will do that
 Melanie: he has some workplace discount on them
 Bob: Jake are you here?? Did you reserve the tickets?
 Jake: yes I did, 3 tickets for tomorrow, 7 pm
 Jake: and we got a 30% discount on them too :)",37.04,8.0,29.63,81.34,3.170694828,4.212666512,4.509195328,2.371621609,0.800000
mBART-large,28,H-EVT|H-ROLE|OMIT,H-EVT|H-ROLE|OMIT,"It invents Lisa advising Peter to exercise and sleep, misassigns the advice, and omits Peter's current routine and Lisa's diet plan.",彼得最近一直在他们办公室附近的健身房锻炼以改善健康状况。为了更健康，丽莎正在考虑锻炼和更加合理饮食。,丽莎想锻炼一下。彼得有健身俱乐部的会员资格。丽莎建议他多锻炼身体。丽莎建议他多睡觉。,"Lisa: Hello Peter. What have you been doing off late?
 Peter: Bit busy with work.
 Lisa: Too much of work, huh?
 Peter: Not really, I’ve been working out
 Lisa: Ohh, trying to get in shape?
 Peter: Nah, I don’t have much of weight to lose, just want to improve my health.
 Lisa: That’s a good thought. I was also thinking of working out a bit. What do you do? Do you go to a Gym?
 Peter: Yes, I hold a membership with the one near our office.
 Lisa: Which exercises do you do regularly?
 Peter: I do weights and run on the treadmill.
 Lisa: Besides exercises, I think I need to eat better to help me keep in shape.
 Peter: Another major requirement for good health is sleep. On an average one requires at least 7-8 hours of sleep.
 Lisa: There are a lot of things we can do to stay healthy.
 Peter: Yes. One needs to maintain a regime to stay healthy for a long term.",24.0,4.17,20.0,68.18,2.171120405,3.860596180,3.838768721,2.529911995,0.840000
mBART-large,29,H-ENT|OMIT,H-ENT|OMIT,It changes the vase into a bottle of flowers and omits the total price of 70 euros.,杰西卡在市中心的二手商店买了一张桌子、六把椅子、一个花瓶和一堆衣服。这些一共花了70欧元。,杰西卡在市中心的二手店买了一张桌子、六张椅子、一瓶花和一大堆衣服。,"Jessica: I went to the second hand shop downtown 
 Frank: Cool
 Raphael: What did you get?
 Jessica: Lots of stuff
 Jessica: A table, six chairs, a vase, a pile of clothes
 Frank: That's really a lot of stuff :-)
 Raphael: send us pictures
 Jessica: <photo_file>
 Jessica: <photo_file>
 Raphael: Beautiful table
 Raphael: Is it wood?
 Jessica: yes, oak 
 Raphael: Awesome
 Jessica: <photo_file>
 Frank: These are the clothes?
 Frank: I love the black dress
 Jessica: It's absolutely beautiful
 Jessica: As soon as I saw it I knew it would be mine
 Jessica: I'm so happy with what I bought
 Jessica: And the best is I paid only 70 euros for all of that!!",62.22,37.21,57.78,90.97,3.615091085,4.620097160,4.497139931,3.027157545,0.733333
mBART-large,30,H-EVT|OMIT,OMIT,It adds that Lucien has not cooked and omits that he is away from home.,卢西恩不在家。德西蕾希望卢西恩把她的意大利面放在微波炉里。,德西里想让卢西安把意大利面放在微波炉里。卢西安还没有做饭。,"Desiree: U both at home?
 Lucian: No. I've just got ur msg. Why did u ask about it?
 Desiree: No reason. Keep my pasta in the microwave
 Lucian: I haven't cooked anything",42.42,25.81,36.36,84.3,2.740732431,4.236564159,3.892951012,2.889284372,1.000000
mBART-large,31,H-CIRC|H-DISC,H-CIRC,It states a single 5:30 meeting time although Kate says she will arrive closer to 6 and the group accepts that adjustment.,艾米丽、凯特和玛塔今天要去中央车站的x酒吧喝一杯。,艾米丽、凯特和玛尔塔今天五点半要去中央车站x酒吧喝一杯。,"Emily: fancy a drink after work today?
 Kate: sure!
 Marta: Good idea! 
 Marta: Where? When?
 Emily: Maybe in the Pub X at the central station at 5.30?
 Kate: I may be closer to 6, traffic on my way
 Marta: Fine for me.
 Marta: See you then, Ladies!
 Emily: Bye! see ya :*
 Kate: :*",75.86,51.85,75.86,94.06,4.322279930,4.879462242,4.874971867,3.290060043,1.120000
mBART-large,32,NO-ERROR,NO-ERROR,Mary's absence from school and staying home are accurately summarized.,今天玛丽没有去上学，她就待在家里。,"玛丽今天没去上学,所以她呆在家里。","Mary: Hi my friend :*
 Alice: U re not at school?
 Mary: No i stayed at home today.
 Alice: Lucky u!",60.0,22.22,50.0,92.2,4.153241158,4.767075539,4.703512192,3.902281284,1.000000
mBART-large,33,H-ENT|H-EVT|OMIT,OMIT,It replaces the sachets left in the mailbox with cold medicine given directly to Christine and omits the concern about contagion.,克莉丝汀病了，明天不来上学了。安妮会把西拉夫的香囊放在邮箱里。克莉丝汀不想把病传染给她。,"克莉丝汀感冒了,她明天不去上学了。她感冒了。安妮会给克莉丝汀一些热感冒药。","Annie: Are you going to be at school?
 Christine: Not tomorrow. I am not well.
 Annie: Oh noes! What happened?
 Christine: Got the flu, I think.
 Annie: what's your temperature?
 Christine: Not high, I'm not running a fever or anything
 Annie: Are you eating ok?
 Christine: Yeah. Just blocked nose, sore throat. Tired.
 Annie: Sounds like you've got a cold. You need anything?
 Christine: I could do with some Theraflu.
 Annie: OK, I think we've still got some sachets, should be in date. I'll drop them through your letterbox later on.
 Christine: Yeah. Don't call in because I'll feel bad if you catch this cold off me.
 Annie: I think I probably had it already, but you might be sleeping.
 Christine: If the light in my room is on, call if you want.",50.98,24.49,43.14,78.94,4.171448708,4.743138313,4.696054459,3.483440638,0.840909
mBART-large,34,NO-ERROR,NO-ERROR,Shaldona's wedding and her lack of time to deliver invitations in person are supported by the dialogue.,沙尔多纳通过手机发送了婚礼邀请，因为她没有时间亲自去送邀请函。,"沙尔多娜要结婚了,但她没有时间亲自送邀请卡。","Shaldona: WE ARE GONNA GET MARRIED ❤️❤️
 Shaldona: <file_others>
 Shaldona: This is our mobile inviation for our wedding.
 Shaldona: Invitation*
 Piper: Hey. You haven’t sent me any messages for a few years.
 Piper: And now you are sending me your wedding invitation 
 Piper: THROUGH MESSENGER?
 Shaldona: .....
 Shaldona: Well..
 Shaldona: I had no enough time to meet everybody and give this in person.
 Shaldona: Hope you understand.
 Piper: If you don't have time to give the invitation card in person but expect people go to your wedding
 Piper: Shaldona, if so, you are too greedy.",45.16,20.69,45.16,83.06,3.876954317,4.797704697,4.754794121,4.154512405,0.709677
mBART-large,35,NO-ERROR,NO-ERROR,Conrad forgetting his keys and waiting at the cafe for Tiffany and Rebecca are accurately summarized.,康拉德忘了带钥匙，所以回不了家。瑞贝卡和蒂芙妮回来得晚，他得在咖啡厅等。,康拉德忘了带钥匙。他会在咖啡店等蒂芙妮和丽贝卡。,"Conrad: I'm outside the house
 Conrad: I forgot my keys...
 Rebecca: 💩
 Tiffany: I'll be home at 10-11
 Rebecca: I'm coming back even later
 Conrad: Oh no...
 Conrad: I'll wait in the coffee shop",45.71,30.3,40.0,85.2,3.703153610,4.375914574,4.307223320,3.185195684,0.666667
mBART-large,36,H-ENT|H-EVT|OMIT,H-ENT|H-EVT|OMIT,"It invents Ludmila owning a reptile and Jacopo explaining it later, while omitting that her favorite dinosaur was a triceratops.",卢德米拉小时候最喜欢的恐龙是三角龙。,卢迪米拉有一只爬行动物。雅科波稍后会告诉她为什么爬行动物。,"Jacopo: hey, did you have a favorite dinosaur growing up?
 Ludmila: yes, triceratops. why?
 Jacopo: i'll tell you why later.",8.33,0.0,8.33,65.87,2.192466497,4.155091286,3.580277205,2.479867458,1.611111
mBART-large,37,H-EVT|OMIT,H-EVT|OMIT,It changes Claire ordering a wedding dress on their advice into Maria and Nicole merely liking the dress.,在玛丽亚和妮可的建议下，克莱尔正在订购她的婚纱。,玛丽亚和妮可喜欢克莱尔的裙子。,"Claire: Check this out :)))
 Claire: <file_other>
 Maria: !!
 Nicole: Absolutely perfect for you!!
 Claire: I guess so
 Claire: But it could be a bit darker, cause this color is not very vivid
 Nicole: Noooooo, I think this color is perfectly good for the bride
 Maria: And it's no that expensive :)))
 Claire: Yes, the price appeals to me xD
 Nicole: You should order that dress
 Nicole: I think you won't regret
 Maria: Don't hesitate, it's incredibly beauty!!
 Claire: Ok, if you say so :))",47.62,21.05,47.62,79.02,2.530797958,4.813092232,4.565733910,3.112068176,0.625000
mBART-large,38,H-ENT|H-EVT|H-CIRC|OMIT,H-ROLE|H-MOD|OMIT,"It invents a party, participants, U.S. migration, and specific Albanian origins while omitting the family's language and illegal departure.",米罗和他的父母说阿尔巴尼亚语。他的家人在20世纪90年代非法出境离开了阿尔巴尼亚。,"布伦达和布兰登昨天在聚会上遇到了米罗。米罗的父亲来自阿尔巴尼亚,在上世纪九十年代初从阿尔巴尼亚移民到美国。米罗的父亲来自海滨阿尔巴尼亚。米罗的父亲来自蒂拉纳。","Abby: Have you talked to Miro?
 Dylan: No, not really, I've never had an opportunity
 Brandon: me neither, but he seems a nice guy
 Brenda: you met him yesterday at the party?
 Abby: yes, he's so interesting
 Abby: told me the story of his father coming from Albania to the US in the early 1990s
 Dylan: really, I had no idea he is Albanian
 Abby: he is, he speaks only Albanian with his parents
 Dylan: fascinating, where does he come from in Albania?
 Abby: from the seacoast
 Abby: Duress I believe, he told me they are not from Tirana
 Dylan: what else did he tell you?
 Abby: That they left kind of illegally
 Abby: it was a big mess and extreme poverty everywhere
 Abby: then suddenly the border was open and they just left 
 Abby: people were boarding available ships, whatever, just to get out of there
 Abby: he showed me some pictures, like <file_photo>
 Dylan: insane
 Abby: yes, and his father was among the people
 Dylan: scary but interesting
 Abby: very!",29.03,0.0,19.35,74.18,2.607989550,3.556211472,3.525630236,2.491812229,1.926829
mBART-large,39,H-EVT|H-MOD|H-CIRC|OMIT,H-EVT|H-MOD|H-CIRC|OMIT,"It changes an 8 p.m. meeting into a Saturday party, includes Tom although he cannot attend, and omits the reason and roles.",丹、蒂姆、克里斯和马丁8点碰面。丹和马丁这次会放松一下。汤姆来不了，因为他岳父岳母家有个聚会。,丹、蒂姆、克里斯、汤姆和马丁周六要去参加一个聚会。,"Dan: Guys, so are we going out on Sat?
 Tim: I'm ready when you are
 Chris: I'm OK too, in the centre right?
 Tom: I'm out guys sorry. 
 Dan: come on Tom, what's wring this time
 Tom: told ya before. party at in-laws
 Chris: always the same story right
 Martin: right guys, so what time?
 Tim: start @8? finish. 8 if we're lucky
 Dan: yeah, i need to be home at 2 and ready to drive on Sunday noon
 Chris: so you takin it easy this time
 Martin: i guess i'd have to as well
 Tim: guys you sound like 60 yos
 Chris: Tim, are the last two standing or what?
 Tim: i gather
 Dan: you two will also grow up one day.",44.44,27.91,40.0,77.0,2.710943460,4.094584942,3.995091677,2.330040693,0.531915
mBART-large,40,NO-ERROR,H-EVT|OMIT,"The broken laptop, 9 a.m. deadline, borrowing arrangement, brother, and one-hour pickup are supported by the dialogue.",迪玛的笔记本电脑坏了，因为她的猫把咖啡洒在笔记本电脑上。 迪玛很担心，因为她明天必须为trados提供翻译。一个小时后迪玛会来纳达家，借纳达的笔记本电脑。,"迪玛的笔记本电脑坏了,她明天九点要交翻译。她想借给娜达的笔记本电脑。娜达把笔记本电脑给了她的哥哥。迪玛一小时后会来取笔记本电脑。","Dima: hello! 
 Nada: hey girl, what's up?
 Dima: I'm in a huge trouble, my laptop is broken and I have to deliver a translation tomorrow @9 😱😱
 Nada: fuck what happened??
 Dima: the stupid cat spilled coffee on it 😣😣 I'm freaking out!
 Dima: you still have your old laptop? is it possible to lend it to me please?
 Nada: no sorry, I've given it to my brother - but you're lucky! I've taken these two days off so you can take mine
 Dima: ooh man! thank you sooo much!!! if it weren't for Trados, I wouldn't be panicking :( 
 Nada: no worries, it happened... but I always think about this... like man, we need some back up laptops!
 Dima: I know! but I always change my mind and spend the money elsewhere lol
 Nada: yeah, but it's like our only tool! so we need to invest in it
 Dima: yup, true !
 Dima: can I come in an hour to pick it up?
 Nada: yes :) ttyl!",51.35,25.0,37.84,80.47,4.510646820,4.693638802,4.731825829,3.603534937,0.842105
mBART-large,41,NO-ERROR,NO-ERROR,Jerry's arrival in 40 minutes and Janet's comment about her boss are both supported.,杰瑞40分钟后到家。,杰瑞40分钟后会到珍妮特家。珍妮特的老板有时很烦人。,"Jerry: Hi sweetie :)
 Janet: Hi sugar ;)
 Jerry: I'm coming home
 Janet: Can't wait ;)
 Jerry: I should be there in 40 minutes
 Janet: Ok, I'm waiting for you :)
 Jerry: How was your day?
 Janet: Oh, it was ok but my boss is a pain in the ass sometimes
 Jerry: I know, she can be a bitch :P
 Janet: Yes she can! ;)
 Jerry: See you later darling
 Janet: <3",50.0,22.22,50.0,79.7,2.813431740,4.221526146,3.956427336,3.054301500,2.600000
mBART-large,42,H-ENT|H-ROLE|OMIT,H-ENT|H-ROLE|OMIT,It identifies Mike rather than Dave as the baby's father and omits the confidentiality issue and the group's surprise.,娜塔莉怀了戴夫的孩子。简认为萨莉不应该告诉别人，因为娜塔莉是私下告诉他们的。亨利埃特和格雷格很惊讶，孩子的父亲居然是戴夫而不是迈克。,简和格雷格对娜塔莉的八卦很感兴趣。娜塔莉怀孕了。她的父亲是迈克。,"Sally: Hi guys have you heard about Natalie?
 Tom: No. What about her?
 Jane: You're such a gossip girl, Sally!
 Sally: Come on! I'm sure you're all curious.
 Tom: I am. 
 Sally: Relax Jane, what's your problem?!
 Jane: She told us in confidence, I don't think we should share it with others.
 Greg: Now I'm also curious
 Henriette: Tell us! 
 Henriette: Is she pregnant? 
 Sally: 💣💣💣
 Sally: Guess who's the father!!!
 Henriette: I knew it!
 Henriette: Is it Mike?
 Sally: Dave!!! 
 Henriette: WHAT????
 Greg: That's insane!",39.29,3.7,32.14,72.43,3.211578131,3.817365408,3.822794437,2.885041475,0.484848
mBART-large,43,H-ROLE,H-ROLE,It assigns the 11 p.m. return requirement to Daisy instead of Lisa.,丽莎还没回家，黛西想要她晚上11点前回来。,黛西想在晚上11点前回家。丽莎还没回家。,"Daisy: going home?
 Lisa: not yet
 Daisy: please be back before 11 pm
 Lisa: ok",69.57,57.14,34.78,88.73,3.695637226,4.392590523,4.478703022,3.992159605,0.952381
mBART-large,44,OMIT,OMIT,It accurately describes Cindy's refusal to explain her sadness but omits Ellie's unseen viral video.,辛迪很伤心，但不愿意说出原因。艾莉还没看那个疯传的搞笑视频。,"辛迪很伤心,因为发生了一些事,她不想谈论这件事。","Cindy: <file_gif>
 Ellie: Why are you so sad? Something’s happened?
 Cindy: I don’t want to talk about it…
 Ellie: Cheer up! Tomorrow’s another day 😊
 Cindy: <file_video>
 Cindy: Have you seen it? It’s viral on the internet
 Ellie: Nope, but it’s very funny 😊
 Ellie: <file_gif>",29.41,18.75,29.41,68.75,2.602841616,4.714126587,4.588734627,3.820412636,0.800000
mBART-large,45,H-MOD|H-EVT|OMIT,H-MOD|OMIT,It says Ben will visit Uncle Steve despite his explicit refusal and omits his alternative visit to Catherine and the children.,本不会和凯瑟琳一起去看望史蒂夫叔叔。他会去看望凯瑟琳和孩子们。,凯瑟琳和本要去拜访史蒂夫叔叔。本不喜欢这种方式。,"Catherine: We're going to visit uncle Steve, want to come with us?
 Ben: why would I?
 Catherine: He's family and we haven't seen him in a long time.
 Ben: you know very well that I'm not fond of such visits
 Ben: they stress me out
 Catherine: Come on, even you can do it from time to time.
 Ben: maybe I can but I don't want to
 Ben: it will end the same way as usual
 Ben: with me being pissed at everyone
 Catherine: The boys want to see you
 Ben: I can visit you and play with them some other day
 Ben: I don't have to drive to another city to do it
 Catherine: You know that he'll be disappointed?
 Ben: uncle Steve?
 Catherine: Yes.
 Ben: I don't think so, we don't have anything in common
 Ben: all he ever does is bothering me with stupid questions about my private life
 Catherine: Maybe that's his way of showing that he cares about you
 Ben: yes... sure... sometimes I wonder if you're thinking about what you type :P
 Catherine: Depends on the day
 Catherine: Today I'm tired so I can't guarantee it
 Ben: you should rest then
 Ben: instead of asking me to do stuff I don't like
 Catherine: Alright, don't worry, I'll stop
 Catherine: But still the part about the boys missing you was true
 Catherine: So come and visit them when you'll have the chance
 Ben: I will",46.67,21.43,33.33,77.54,3.080017805,4.333568573,4.068681717,2.759703875,0.774194
mBART-large,46,H-ROLE,H-ROLE,"It says Mum installed the dishwasher, while outside installers installed it for Steve.",史蒂夫很高兴他装了一台新的洗碗机。,妈妈给史蒂夫安装了一台洗碗机。,"Steve: hiya the dishwasher has turned up
 Mum: good did they install it for you
 Steve: yes they did a good job
 Steve: <file_photo>
 Mum: looks really nice
 Steve: yes it does its nice and quiet
 Mum: is it a 12 place setting one?
 Steve: I think so, not that I ever have 12 for dinner lol
 Mum: not but you dont have to put it on every day
 Steve: no every other
 Mum: yes I'm glad you are pleased with it xx
 Steve: I am thanks mum xxx",50.0,14.29,50.0,82.15,3.574496984,4.894916534,4.817512512,4.027081966,0.882353
mBART-large,47,H-EVT|H-ROLE|H-DISC|OMIT,H-EVT|H-ROLE|H-DISC|OMIT,"It invents a reservation and high rent, swaps who visited Lili's, and omits the cafe closure, unanswered contact, and changed atmosphere.",茱莉亚上周去了考文特花园附近的kohaku咖啡馆，但现在这家店关门了，这让她和亨利大吃一惊。她联系了店主，但还没收到回复。亨利和他的表妹最后去了莉莉家，但那里的气氛不一样。,"亨利想预定咖啡馆,但是咖啡馆的facebook页面不见了。朱莉娅和她的表妹去了ligly's,但那里的房租太贵了。亨利和朱莉娅去了ligly's。","Henry: Do you know what happened to cafe Kohaku?
 Julia: The one near Covent Garden?
 Henry: Yeah. I wanted to reserve a table, but I can't find them anywhere. Their Facebook page disappeared.
 Julia: I'm afraid they're closed :(
 Henry: For good?!
 Julia: Afraid so. I've been there last week and wanted to take my cousin there, but the place's empty
 Julia: Probably the rent was too high.
 Henry: Oh no, I loved that place
 Julia: Me too. I checked online for the owners and contacted them, but they haven't replied yet. I hope they will reopen somewhere else
 Henry: Unless they do it far away, the location was perfect. It was a real gem in this touristy district
 Julia: I know, I know... We went the Lilly's in the end, my cousin and I, but it's not the same
 Henry: Eh, that's a pity then, I was so looking forward to their brownie
 Henry: How was the Lilly's?
 Julia: It's all right, it's a different vibe though. I think you should go to the Japan Centre for the same
 Henry: Uhm, don't think so. It's always awfully crowded and there are more tourists than normal people like us",47.31,21.98,30.11,73.39,2.846050262,4.254462719,4.142080307,2.789233685,0.848837
mBART-large,48,NO-ERROR,NO-ERROR,The two-day Dublin trip this weekend is directly supported by the dialogue.,卡米拉和汤姆这个周末要去都柏林。,汤姆和卡米拉这周末要去都柏林两天。,"Tom: Have you ever been to Dublin?
 Camilla: Never in Ireland!
 Tom: So let's go there this weekend!
 Camilla: for 2 days?
 Tom: Yes, the weather forecast is great!
 Camilla: I love your crazy ideas!
 Tom: ok, so I'm buying the tickets
 Camilla: <3",82.35,40.0,58.82,93.44,3.273699284,4.643720627,4.561756134,2.690820217,1.062500
mBART-large,49,NO-ERROR,NO-ERROR,Jason's absence because of his dentist appointment is accurately summarized.,杰森今天约了牙医，所以他没来。,杰森今天没来。杰森预约了牙医。,"Megan: Any word from Jason?
 Nathan: Why do you ask?
 Megan: He was absent today :c
 Susy: He had a dental appointment.
 Megan: Thanks for the info :)",55.56,25.0,44.44,86.52,2.739577532,4.342212677,4.324183941,3.765655041,1.000000
mBART-large,50,H-CIRC|H-EVT,H-CIRC|H-EVT,It collapses several counts and accumulated hours into the unsupported claim that Jill works 35 to 40 hours every day.,到目前为止，吉尔做了20或30次，每天3-4次，35或40小时，所以和艾丽一样。,吉尔每天工作40到35个小时。,"Ally: how many did you do so far?
 Jill: like 20 or 30
 Jill: I can't do more than 3-4 per day
 Ally: how many hours?
 Jill: 40? maybe 35...
 Ally: ok, same here",35.29,0.0,23.53,73.17,2.673188210,3.937039614,4.017090321,2.180700541,0.375000
mBART-large,51,H-MOD|H-DISC|OMIT,H-MOD|H-DISC|OMIT,"It makes Amelia's attendance definite despite Mia's uncertainty, gives an unsupported reason for Mia joining, and omits the later visit to James's home.",詹姆斯和米娅明天想去看艺术展。詹姆斯想让阿米莉亚和他们一起去，但米娅不确定阿米莉亚去不去。之后詹姆斯和米娅会去他家。,"詹姆斯和艾米莉亚明天要去埃文斯教授的画展。米娅会和他们一起去,因为她不认识艾米莉亚。","James: Amelia said that one of our lecturers in philosophy had an art exhibition (!). It opens tomorrow! 
 James: I'm talking about this guy who taught us ethics.
 James: Amelia recommends it :D
 Mia: No way...! :D Professor Evans and art exhibition :D What has happened to this world?
 Mia: But you know what? I would actually like to see it! :D
 James: ME TOO, of course! :p Can Amelia go with us?
 Mia: To the exhibition or to the exhibition and to the cinema? You remember that we have plans for tomorrow...?
 James: both
 James: yes, I do
 Mia: ok
 James: Are you mad at me?
 James: Babe, the fact that I suggested that we might go out with Amelia doesn't mean that I don't value time that we spend together, just the two of us.
 Mia: I know, I said ok.
 James: Are you sure you're fine with this?
 Mia: Yup. :)
 Mia: I just don't know her very well, it's gonna be stressful for me.
 James: :) But you know me, don't you?
 Mia: Maybe I do :D
 James: Really, there's nothing to worry about. Amelia is quite laid-back and likable. ;)
 James: Afterwards we can go to my place and hang out, cuddle and so on... :*
 Mia: Sounds good :) :*
 James: So we're good, right?
 Mia: Right. ;)",44.07,21.05,37.29,82.07,3.728971481,4.175607204,4.164554596,3.152246237,0.724138
mBART-large,52,OMIT,OMIT,It captures the unavailable seminar material and Rita's follow-up but omits the Monday timing and her promise to notify everyone of changes.,彩英和亚瑟通知玛丽安娜，史蒂芬研讨会下一次要用的阅读资料周一在印刷店拿不到。丽塔决定明天去看看，如果情况有变，她会让所有人都知道的。,"史蒂芬研讨会的下一节稿子在打印店没有。亚瑟也去了,但稿子没有。丽塔明天早上会问是否有稿子。","Mariana: Hi, just a quick question. Do you know if the readings for the next session of Stephen’s seminar are in the print shop?
 Rita: No idea, sorry
 Chae-yeong: The only thing I know is that they were not yet there on Monday
 Arthur: Yer, I’ve made the mistake of going on Monday as well and I can confirm the texts were not there and the staff was as rude as always
 Mariana: Sounds familiar
 Rita: I’ll go tomorrow morning and let you know if the texts are available
 Rita: I can’t buy the copies for you because they never have enough at hand but I’ll just ask them to print more for later
 Chae-yeong: No worries
 Arthur: Yeah, just let us know if they’re ready, that’s a huge favour already
 Rita: Cool. Will do! xx",42.42,6.25,30.3,71.97,2.896371841,3.799474239,3.783066273,2.675683498,0.681818
mBART-large,53,OMIT,OMIT,"The speakers' shock is supported, but the summary omits the hospitalization, masked assailant, official report, cameras, and security concerns.",有人在校园里遭到殴打和抢劫，不得不住院治疗。袭击者戴着面具。官方声明会和新闻报道一起发出。杜鲁门和罗德尼都认为尽管周围有摄像头，但校园安保不达标。,罗德尼、特鲁曼和罗斯对在校园里被殴打和抢劫的人感到震惊。,"Rodney: Have you heard a guy got beaten and mugged on campus?
 Truman: Oh, man is he ok?
 Ross: Do they have any idea who did it?
 Rodney: They're gonna give an official statement about. There's also gonna be an article in the paper. As far as I know the assailant had a mask on.
 Truman: And what about the beaten guy?
 Rodney: He's in the hospital, but it seems like he'll be fine.
 Ross: You think it was a student?
 Rodney: Who knows what those jocks are capable of.
 Ross: They could do it just for fun.
 Truman: On the other hand its easy to get on campus without being detected
 Ross: There are cameras.
 Truman: If your masked it don't matter. You know how those security guards are
 Rodney: They don't give a fuck
 Ross: True that
 Truman: Hope they catch the guy soon",32.14,14.81,21.43,69.72,2.455954075,3.951545477,4.053385258,2.478203297,0.383562
